parent,node,test_attribute
Defence and armed forces,Support services for veterans and their families,1.0147637248239016
Defence and armed forces,Support services for military and defence personnel and their families,0.8828765694663552
Defence and armed forces,Military awards and commemorations,0.22154561736695244
Defence and armed forces,Ministry of Defence estate,0.8544209585212017
Defence and armed forces,"Military recruitment, training and operations",0.2575344844288298
Defence and armed forces,"Military equipment, logistics and technology",0.9938644675632565
Defence and armed forces,International defence commitments,0.49394888037242735
Defence and armed forces,Stability in the Western Balkans,0.6947285124440437
Defence and armed forces,Armed forces and Ministry of Defence reform,1.5513163325911907
Defence and armed forces,Armed Forces Covenant,1.5552074781306326
Defence and armed forces,Nuclear disarmament,0.03652582764220581
"Crime, justice and law",Young people and the law,0.9381467349268601
"Crime, justice and law",Statutory rights,1.7719843253357384
"Crime, justice and law",Your rights and the law,0.38582321006837555
"Crime, justice and law",Crime prevention,0.17185845009831638
"Crime, justice and law",Prisons and probation,0.9443595313800156
"Crime, justice and law",Legal aid,0.0456024737523794
"Crime, justice and law",Reporting crimes and getting compensation,0.9351852095969964
"Crime, justice and law","Courts, sentencing and tribunals",1.4204890529642464
"Crime, justice and law",Counter-terrorism,0.8892502238171234
"Crime, justice and law",Policing,0.5561437903610269
"Crime, justice and law","Knife, gun and gang crime",1.0013607746509732
"Crime, justice and law",Reoffending and rehabilitation,0.9285834667579492
"Crime, justice and law",Legal aid reform,0.1144434980601153
"Crime, justice and law",Attorney General guidance to the legal profession,0.3721139942161622
"Crime, justice and law",Forced marriage,0.5004277026857952
"Crime, justice and law",Domestic violence,0.5646029674496462
"Crime, justice and law",Law and practice,0.04477609290776067
"Crime, justice and law",Family justice system,0.73840995001008
"Crime, justice and law",Justice system transparency,0.7515153862188924
"Crime, justice and law",Violence against women and girls,1.2115547879943063
"Crime, justice and law",Criminal justice reform,0.5672156696267961
"Crime, justice and law",Civil justice reform,0.09753062174513977
"Crime, justice and law",Criminal record disclosure,0.22168049214335955
"Crime, justice and law",Victims of crime,0.7633088732841882
"Crime, justice and law",Sentencing reform,0.3294052816133583
"Crime, justice and law",Administrative justice reform,1.5969830204566222
"Crime, justice and law",Byelaws,0.40025837952911614
"Crime, justice and law",Data protection,0.9665312361151647
"Crime, justice and law",Counter-extremism,1.1575257200464695
Regional and local government,Devolution,0.32788803020110324
Regional and local government,Local government,0.9448788298622058
Regional and local government,Wales,1.0775753328834174
Regional and local government,Local government spending,0.6331175706254101
Regional and local government,Northern Ireland,1.722698870209813
Regional and local government,Localism,0.8259716165485058
Regional and local government,Scotland,0.4649875588345084
Regional and local government,Local councils and services,0.1917049503802617
Society and culture,"Charities, volunteering and honours",0.3919148769400158
Society and culture,British citizenship,0.41905083020154255
Society and culture,Community and society,0.060605993725815197
Society and culture,Arts and culture,0.12981683787226747
Society and culture,Sports and leisure,1.0596349348014875
Society and culture,National events and ceremonies,0.2951397429029576
Society and culture,"Equality, rights and citizenship",0.8068959035541695
Society and culture,Loneliness,0.24207319082554948
Society and culture,Tourism,1.1692490635584214
Society and culture,Digital inclusion and accessibility,0.2751537011385528
Society and culture,Young people,0.628467024431961
Government,Public sector land use,1.1131730747853676
Government,Brexit,0.05069794363412489
Government,National security,0.1488971734998841
Government,"Government efficiency, transparency and accountability",0.7415573502419429
Government,"Emergency preparation, response and recovery",0.6671123651187871
Government,Public services,0.5397714198831572
Government,Government technology and digital services,1.8627969494063805
Government,Sustainable development,0.5219601746040003
Government,Cyber security,0.23769775002646515
Government,Europe,1.6768345369393083
Government,Democracy,0.6055593162772965
Government,Government reform,0.108829517124262
Work,Secondments with government,1.0948290316466633
Work,Government graduate schemes,1.1912505418610815
Work,Self-employment,1.536179407360434
Work,Labour market reform,0.8088974003813352
Work,Health and safety reform,1.132355962932694
Work,Work and disabled people,0.6359634556810406
Work,"Working, jobs and pensions",0.9832215353932768
Work,Payroll,0.6332737221713616
Work,Pensions and ageing society,1.2756753682817312
Work,Trade unions,1.8187467811397526
Work,Health and safety at work,0.5111133976055957
Money,Expenses and employee benefits,0.49543049804897954
Money,"Court claims, debt and bankruptcy",0.007005624146951589
Money,Money laundering regulations,1.8927966071280546
Money,Business tax,2.3665542175496523
Money,Dealing with HMRC,0.8980735999941052
Money,Personal tax,0.4686276018705709
Money,Tax evasion and avoidance,2.6152115132275204
Business and industry,Running a business,0.6616789264400234
Business and industry,Corporate governance,1.0294950298852374
Business and industry,Business regulation,1.3423173374439794
Business and industry,Charities and social enterprises,0.1843042805278425
Business and industry,Science and innovation,0.44089303454955286
Business and industry,Trade and investment,2.1505466503798867
Business and industry,Manufacturing,0.4604112094230829
Business and industry,UK economy,0.028255037264854715
Business and industry,Industrial strategy,1.1931292122757011
Business and industry,Business and the environment,1.3846777700578774
Business and industry,Media and communications,1.0516053971261599
Business and industry,Financial services,0.2733340258914007
Health and social care,Social care,0.03364630838090595
Health and social care,Disabled people,0.35452706717502996
Health and social care,National Health Service,0.8703358761796433
Health and social care,Public health,1.0707027240166997
Health and social care,Technology in health and social care,1.1568842722100559
Health and social care,Research and innovation in health and social care,0.317126647745776
Health and social care,Blood regulation and safety,0.14475238653211622
Health and social care,"Medicines, medical devices",0.646193933600823
Immigration offences,Immigration penalties,0.5981106432936156
Immigration offences,Immigration detention,1.2163085296439882
Immigration offences,"Deportation, removals and curtailment",1.5338540338156037
Rights of foreign nationals in the UK,Right to rent in the UK,0.4616368120730407
Rights of foreign nationals in the UK,Foreign nationals working in the UK,0.02478102440665996
Rights of foreign nationals in the UK,Rights of EU and EEA citizens,1.868286599361011
Rights of foreign nationals in the UK,Rights of nationals from outside the EU and EEA,0.32081701620183833
"Refugees, asylum and human rights",Asylum for children,0.6455499023987451
"Refugees, asylum and human rights",Asylum decisions and appeals,2.043837620112963
"Refugees, asylum and human rights","Refugee, asylum and human rights claims",0.36529877808218036
"Refugees, asylum and human rights",Support for asylum claimants and refugees,0.2651194829991582
Visas and entry clearance,Visa applications,0.13686690774271645
Visas and entry clearance,Visa refusals and appeals,0.6380567659013292
Visas and entry clearance,Family visas,1.3507565252774183
Visas and entry clearance,Student visas,0.04290453962526519
Visas and entry clearance,Tuberculosis (TB) testing,0.7265394673328803
Visas and entry clearance,Visa sponsorship,0.05668793876204378
Visas and entry clearance,Visa application centres,0.838067787219833
Visas and entry clearance,Visit and transit visas,0.5746617878599908
Visas and entry clearance,Work and investor visas,0.5633182544049438
Permanent stay in the UK,Settlement,1.3938362467595051
Permanent stay in the UK,Citizenship,1.2318776544433485
"Further and higher education, skills and vocational training",T levels,0.06602823640439465
"Further and higher education, skills and vocational training",Learning Records Service (LRS),0.01174765419740242
"Further and higher education, skills and vocational training",Running a further or higher education institution,0.1080926455018385
"Further and higher education, skills and vocational training",Further education financial management and data collection,0.07802584579265426
"Further and higher education, skills and vocational training",Further and higher education courses and qualifications,0.9526928317556943
"Further and higher education, skills and vocational training",Careers guidance in further and higher education,0.9283790162856855
"Further and higher education, skills and vocational training",Adult and community learning,0.9180700518825394
"Further and higher education, skills and vocational training","Apprenticeships, traineeships and internships",0.9668012140201057
"Further and higher education, skills and vocational training",Education in prisons,0.6728206276269728
"Further and higher education, skills and vocational training",Further education funding,0.38048681261275946
"Pupil wellbeing, behaviour and attendance",Safeguarding pupils,1.7020060555913958
"Pupil wellbeing, behaviour and attendance",Alternative provision and pupil referral units,2.1836142713933784
"Pupil wellbeing, behaviour and attendance",School bullying,1.315238476976011
"Pupil wellbeing, behaviour and attendance","Health, safety and wellbeing in schools",1.3853530928533333
"Pupil wellbeing, behaviour and attendance",School attendance and absence,0.4970832387488247
"Pupil wellbeing, behaviour and attendance",School discipline and exclusions,1.6353271051332414
Teaching and leadership,Teacher records,0.9949509686636685
Teaching and leadership,"Teacher pay, pensions and conditions",0.3691101385412429
Teaching and leadership,"Recruiting, inducting and managing teachers",3.155021960039688
Teaching and leadership,Teacher training and professional development,1.8639379020590925
Teaching and leadership,"Teaching standards, misconduct and practice",0.3082086498518303
Inspections and performance of education providers,Inspection and performance of further education providers,0.7098302259307353
Inspections and performance of education providers,Inspection and performance of schools,0.9986456759718305
Starting and attending school,Home schooling,0.9940378798225727
Starting and attending school,Dealing with problems at school,0.5303176818133999
Starting and attending school,Help with school costs,1.022792314027863
Starting and attending school,Sending a child to school,0.09210524504825068
Running and managing a school,School-to-school support,2.381713256703628
Running and managing a school,Recruiting and managing non-teaching school staff,0.40665494794053764
Running and managing a school,Careers guidance in schools,0.2594867180939557
Running and managing a school,School admissions,0.6792464726493045
Running and managing a school,School trips and extracurricular activity,0.5773111247865923
Running and managing a school,School complaints and whistleblowing,0.6506976955818186
Running and managing a school,Setting up or changing the status of a school,0.30891287131002526
Running and managing a school,"School food, accommodation, transport and uniform",0.7290744189211209
Running and managing a school,School planning,0.9667280024445097
Running and managing a school,School governance,0.03883658407256642
Running and managing a school,School buildings and land,0.5759823657647373
Running and managing a school,Data collection and censuses for schools,2.3735908146155236
School and academy financial management and assurance,Local authority schools financial reporting and assurance,0.8292363568479818
School and academy financial management and assurance,Academy and academy trust finance and reporting,0.5318460432261605
School and academy financial management and assurance,School procurement,0.13796544920100107
School and academy financial management and assurance,"Financial management, reporting and assurances for 16 to 19 year olds funding",0.533135605918793
Funding and finance for students,Student loans,1.6519911082997727
Funding and finance for students,Financial help for students who are parents or carers,1.7170599602928744
Funding and finance for students,"Student grants, bursaries and scholarships",1.3409806084305251
School curriculum,Exam regulation and administration,0.5284861990232497
School curriculum,Key stage 5 (AS and A Levels),1.8919716364240253
School curriculum,"Personal, social, health and economic education",0.09781610567029458
School curriculum,"Secondary curriculum, key stage 3 and key stage 4 (GCSEs)",1.0312135008227366
School curriculum,Early years curriculum,0.12716048885734405
School curriculum,"Spiritual, moral, social and cultural development",1.0206060255283904
School curriculum,"Primary curriculum, key stage 2",1.2434844318346017
School curriculum,"Primary curriculum, key stage 1",0.23392469688847986
Special educational needs and disability (SEND) and high needs,Funding for special educational needs and disability (SEND),0.13103030438593866
Special educational needs and disability (SEND) and high needs,Funding for high needs,0.17939263548042958
Special educational needs and disability (SEND) and high needs,Support for special educational needs and disability (SEND),1.8416659168690082
School and academy funding,Initial Teacher Training funding,1.244127545065644
School and academy funding,Schools forums,0.424560426123342
School and academy funding,Pupil premium and other school premiums,0.24719669257852056
School and academy funding,Funding for school buildings and land,0.6903181172669655
School and academy funding,Free school meals (FSM) funding,1.4493796099196703
School and academy funding,Funding for different types of schools and settings,0.12450698670222371
School and academy funding,Funding for school places,1.3455129982170193
"Divorce, separation and legal issues",Child custody,0.274284957964115
"Divorce, separation and legal issues",Disagreements about parentage,1.1351642968899995
"Divorce, separation and legal issues",Child maintenance,0.41370867273783757
Childcare and early years,Local authorities and early years,0.04744398530254747
Childcare and early years,Finding childcare,0.5186230952082714
Childcare and early years,Providing childcare,1.5900809571662322
Childcare and early years,Data collection for early years and childcare,2.3485309775011856
Financial help if you have children,Financial help if you have a disabled child,1.7862007881998816
Financial help if you have children,Child benefit,2.2147979734015526
Financial help if you have children,Financial help when having a baby,1.8332196392685176
Financial help if you have children,Tax credits if you have children,0.009932107251996707
Financial help if you have children,Savings accounts for children,0.28905285128755825
Financial help if you have children,Financial help if you're a student with children,1.8087268219872799
Financial help if you have children,Financial support for childcare,0.6552177483444331
"Adoption, fostering and surrogacy",Adoption,0.1464752369289882
"Adoption, fostering and surrogacy",Intercountry adoption,1.6307697957739922
"Adoption, fostering and surrogacy",Fostering,0.013428318730341775
"Adoption, fostering and surrogacy",Special guardianship,1.5466782745770826
"Adoption, fostering and surrogacy",Surrogacy,0.3004565259421151
Children's health and welfare,Children's health,0.23767009050858234
Children's health and welfare,Support for children with special educational needs and disabilities (SEND),0.7380295888706666
Children's health and welfare,Children's rights,0.6500693286828498
Children's health and welfare,Mental health of children and young people,1.627237498772838
Children's health and welfare,Help for children with a long-term illness or disability,0.6859514288877008
Children's health and welfare,Child poverty,0.2744912496868014
Pregnancy and birth,Register the birth of a child,0.05470796152857117
Pregnancy and birth,Working and time off when you're having a baby,1.2555755948957446
Safeguarding and social care for children,Child and family social work,0.2837013278172661
Safeguarding and social care for children,Safeguarding and child protection,1.0951187118630101
Safeguarding and social care for children,Looked-after children and children in care,0.20744259857488836
Safeguarding and social care for children,Children's social care providers,0.27725604902291656
Transport accessibility and mobility,Taxi and private hire accessibility,2.398880764503828
Transport accessibility and mobility,Mobility scooters and wheelchairs,0.012706435557164612
Transport accessibility and mobility,Blue badges,0.42512755850304057
Transport accessibility and mobility,Help on public transport,0.15242787444095018
Rail,Rail ticketing and fares,0.2249736478068589
Rail,Rail stations,0.5733003657003904
Rail,Crossrail,0.012582222282756335
Rail,Rail accessibility,0.37024286236041853
Rail,Rail network,0.9182408984654592
Rail,Rail infrastructure,0.9998648319793988
Rail,Rail interoperability,0.9840251297256456
Rail,Rail passenger experience,0.8287739565299794
Rail,Rail safety and security,1.5859153647863389
Rail,Rail franchising,0.42990750255544796
Rail,HS2,0.26434087766363373
Rail,Community rail,1.2706386503919032
Rail,Rail network and the environment,0.6289044429391591
Rail,Rolling stock (passenger trains),1.9243889599863926
Rail,Rail accidents and serious incidents,1.5381606972727366
Driving and road transport,Vans and minibuses,1.4198686277122492
Driving and road transport,Cycling and walking,1.5921014196776329
Driving and road transport,Autonomous road vehicles,0.8203940559694984
Driving and road transport,"Vehicle ownership, approval and standards",0.4309856414656189
Driving and road transport,Driving and motorcycle tests,0.7443789543009053
Driving and road transport,Driving licences,0.0851056155450934
Driving and road transport,"Road safety, driving rules and penalties",0.3403209382672599
Driving and road transport,Driving instruction and driving lessons,0.5524766296411051
Driving and road transport,"Professional driving of lorries, buses and coaches",0.13519174286631716
Driving and road transport,Transport businesses and vehicle operator licences,1.0539234150066947
Driving and road transport,Road transport and the environment,1.4598511219833719
Driving and road transport,Road traffic,0.8497242288473098
Freight and cargo,Transporting abnormal loads,0.526599548262938
Freight and cargo,Road freight,0.022250988350383877
Freight and cargo,Rail freight and cargo,1.7902764356028362
Freight and cargo,Transporting dangerous goods,0.3601120835269178
Freight and cargo,Vessel cargo,0.44454128984926294
Road infrastructure,Road maintenance,2.5435291993740843
Road infrastructure,Animals on roads,0.38263459651150533
Road infrastructure,Advice for drivers,1.0123798433799251
Road infrastructure,Roads and the environment,0.33727105916364375
Road infrastructure,Smart motorways,1.4417621192964916
Road infrastructure,Parking,0.5865351314403475
Road infrastructure,"Traffic signs, signals and markings",1.2508884954481572
Road infrastructure,Speed limits and traffic cameras,0.7373452881486756
Road infrastructure,Road tolls and charges,0.5603283668031945
Road infrastructure,Road improvement and investment,1.4155751346202279
Road infrastructure,Road works and street works,0.3976154530207334
Maritime and shipping,UK sea passengers,0.6114427782730635
Maritime and shipping,Maritime passenger rights,0.5258936974194448
Maritime and shipping,Waterways (maritime),0.7839109160589921
Maritime and shipping,Maritime security,0.6480358580283332
Maritime and shipping,Vessel surveys and inspection,0.17786178573948072
Maritime and shipping,Fishing,0.5271142016158549
Maritime and shipping,Maritime enforcement and prosecution,0.38197821214807665
Maritime and shipping,"Seafarer management, training and certification",0.7334805469570749
Maritime and shipping,Wrecks,1.0477765503097858
Maritime and shipping,Coastguard search and rescue,0.39287095174437475
Maritime and shipping,Maritime navigation,0.2754772325238095
Maritime and shipping,Maritime and the environment,0.5553184431438075
Maritime and shipping,Maritime safety,0.5949818250975831
Maritime and shipping,"Ports, harbours and offshore installations",1.0070457726538942
Maritime and shipping,Vessel registration and design,1.7037514377149712
Maritime and shipping,Maritime accidents and serious incidents,0.7718413422865003
Aviation,Air routes,1.2364783135356268
Aviation,Aviation passenger experience,0.02601811928044171
Aviation,Air passenger duty,0.3407765574061655
Aviation,Aviation and Europe,1.858890051357656
Aviation,Night flights,1.9001593026943944
Aviation,New aviation technology,1.0438114302020265
Aviation,Surface access to airports,1.1155804782398162
Aviation,Airport capacity and expansion,0.13239240326215304
Aviation,Aviation and the environment,0.5242313388143754
Aviation,Aviation safety and security,0.7982767348261122
Aviation,Air navigation,0.8870096794016606
Aviation,Air accidents and serious incidents,1.9433444623153164
Aviation,General aviation,1.2980527004518057
Local transport,Inland waterways,0.1176836584898146
Local transport,Travel passes and concessions,0.3490351322725954
Local transport,Light rail and trams,0.6640131064361875
Local transport,Local transport funding,1.1922146314371633
Local transport,Buses,0.8083795645595359
Local transport,Tube,1.283876560821119
Water industry,Discharge water,0.7248053808228168
Water industry,Impound (store) water,1.4330003189382379
Water industry,Abstract (take) water,1.0682917009483004
Water industry,Water quality,0.09074955557520216
Water industry,Drought and water availability,0.9078864794471322
Water industry,Water and sewerage services,0.9648841091642926
Climate change and energy,Energy infrastructure,0.9321682037433123
Climate change and energy,Emissions and emissions trading,0.6878888972742621
Climate change and energy,Energy efficiency,1.2796122253352213
Climate change and energy,Energy security,0.4979441294621554
Climate change and energy,Low carbon technologies,0.22422530295814924
Climate change and energy,Energy and climate change: evidence and analysis,0.5635880687509813
Climate change and energy,Greenhouse gas emissions,0.8885607963517949
Climate change and energy,Climate change international action,1.621971043013907
Climate change and energy,Climate change adaptation,0.2563346927374662
Climate change and energy,Hydropower,1.046077395925757
Rural and countryside,Boats and waterways,0.5982634020955465
Rural and countryside,Countryside,1.6858940008307763
Rural and countryside,Forests and woodland,0.11208804069441146
Rural and countryside,Rural development and land management,0.7065997401087022
"Wildlife, animals, biodiversity and ecosystems",Biodiversity and ecosystems,0.014878170223633561
"Wildlife, animals, biodiversity and ecosystems",Wildlife and animal welfare,0.8955096519388821
"Wildlife, animals, biodiversity and ecosystems",Animal and plant health,0.5130162276975709
"Wildlife, animals, biodiversity and ecosystems",Protected sites and species,0.5950551834508504
"Wildlife, animals, biodiversity and ecosystems",Wildlife and habitat conservation,2.6654187971137002
"Wildlife, animals, biodiversity and ecosystems",Pets,1.3189707768453696
"Wildlife, animals, biodiversity and ecosystems",Animal welfare,1.5909712518259815
"Commercial fishing, fisheries and vessels","Fishing regulations, monitoring and enforcement",0.3500055776798831
"Commercial fishing, fisheries and vessels",Fisheries funding,0.3872685213473166
"Commercial fishing, fisheries and vessels",Fishing vessels,0.29359567593077185
"Commercial fishing, fisheries and vessels",Marine fisheries,1.8023326632328176
"Commercial fishing, fisheries and vessels",Freshwater fisheries,0.19107190671852736
"Oil, gas and coal",Oil spills,0.09651836995481984
"Oil, gas and coal",Oil and gas licensing,0.5044991118899466
"Oil, gas and coal",Exploration and production,0.7794132889786496
"Oil, gas and coal",Infrastructure and decommissioning,0.4959891587172931
"Oil, gas and coal",Carbon capture and storage,0.10028707569211304
"Oil, gas and coal",Oil and gas finance and taxation,1.310033808424328
"Oil, gas and coal",Fields and wells,0.6445419125821421
"Oil, gas and coal",Onshore oil and gas,0.38370678848491063
"Oil, gas and coal",Coal,0.280123871950967
Waste and recycling,Waste and environmental impact,0.7803751491024966
Waste and recycling,Waste management,0.816676101723479
Waste and recycling,Radioactive and nuclear substances and waste,0.520635966135422
Food and farming,Food and farming industry,0.4318882240391345
Food and farming,Common Agricultural Policy reform,0.10619568196025882
Food and farming,Keeping farmed animals,0.7460712458653154
Food and farming,Producing and distributing food,0.2585430985231749
Food and farming,Farming and food grants and payments,1.0440415604407447
Marine,Harbour orders,0.7448794857052038
Marine,Sea fishing,0.15302403096711617
Marine,Harbours,0.3040584957908294
Marine,Marine protection and wildlife,0.017155363986466853
Marine,Species protection and marine conservation,1.006508933420598
Marine,Treasure and wrecks,1.5570875097997703
Marine,Marine licences,0.03957324538231272
Marine,Hydrography,1.8169298381883643
Marine,Marine planning,1.0680424592716173
Marine,Marine environment,0.8934595872420411
Chemicals,F-gases and HCFCs,0.5399599931895159
Chemicals,Polychlorinated biphenyl (PCBs),0.6583884875263656
Chemicals,Mercury,0.8043107228871542
Chemicals,Contaminated land,0.7679460158096117
Chemicals,REACH regulations,0.01354968023708953
Child Benefit,Support for families,0.5225114244123998
Child Benefit,High Income Tax Charge,2.1273863974198046
Land registration,Business and mortgage services,0.9507826477472301
Land registration,"Land registration searches, fees and forms",0.6797655289291589
Land registration,Land Registration Data,1.2416487959520133
Housing,Homelessness and rough sleeping,0.965172022628269
Housing,Council housing and housing association,1.7051784692378944
Housing,Being a landlord and renting out a room,0.7499901397257934
Housing,"Repossessions, emergency housing and evictions",1.0919455971049419
Housing,Housing for older and vulnerable people,0.8538802768404721
Housing,Owning and renting a property,0.9982296079501052
Housing,Freehold and leasehold property,0.262941903247527
Housing,Tenancies and leases,0.7198733576242631
Housing,Rented housing sector,0.5363724126211048
Housing,Homebuying,0.6930821821762009
Housing,Housing regulation,0.36845369667899036
Housing,"Recycling, rubbish, streets and roads",0.01314435916415061
Housing,Housing funding programmes,1.2331352741636785
Housing,Safety and the environment in your community,0.4361668670885151
Housing,"Neighbours, noise and pests",0.14237933079262746
Planning and building,Landscape,0.10050722465546286
Planning and building,Planning system,0.4011723419143209
Planning and building,Land and development opportunities,0.4873178324505642
Planning and building,Planning reform,0.15003007363605378
Planning and building,Planning permission and appeals,0.34171109248254844
Planning and building,House building,1.6426834008720277
Planning and building,Building regulation,0.40648820279389525
Planning and building,Local Plans,0.012678102965073665
Planning and building,Housing design and sustainability,0.20005549923823443
Planning and building,Environmental planning,1.001971704817583
Planning and building,Party walls,1.036168738251333
Planning and building,Energy efficiency in buildings,0.7464690168825113
"Marriage, civil partnership and divorce",Help and support if you have children,0.7931905274037377
"Marriage, civil partnership and divorce",Child maintenance,0.46341176682737045
"Marriage, civil partnership and divorce",Getting separated or divorced,0.952874607182667
"Marriage, civil partnership and divorce",Getting married,0.2175858656427102
Death and bereavement,Death registration disclosure,1.1048649036970504
Foreign affairs,Afghanistan,0.23173260146883712
Foreign affairs,Peace and stability in the Middle East and North Africa,1.2410054703248532
Foreign affairs,Falkland Islanders' right to self-determination,1.368647066499215
Foreign affairs,Piracy off the coast of Somalia,2.1430552982741107
Foreign affairs,UK Overseas Territories,0.3609206203096063
Foreign affairs,Iran's nuclear programme,0.28888436293818065
Foreign affairs,Conflict in fragile states,2.067083796637762
International aid and development,Women and girls in developing countries,0.2120037096859158
